web-scraper-order,Car Model,Old Price,Price Change,New Price,date_range
1680210890-423,Haval H6 A/T / High Deluxe 2022,"640,000
EGP","trending_up
+15,000
EGP","655,000
EGP",1/8/2022
1680210890-424,Haval H6 A/T / High Deluxe 2022,"620,000
EGP","trending_up
+20,000
EGP","640,000
EGP",2/7/2022
1680210890-425,Haval H6 A/T / High Deluxe 2022,"615,000
EGP","trending_up
+5,000
EGP","620,000
EGP",15/06/2022
1680210890-426,Haval H6 A/T / High Deluxe 2022,"595,000
EGP","trending_up
+20,000
EGP","615,000
EGP",1/6/2022
1680210890-427,Mercedes C 180 A/T / Avantgarde plus 2022,"1,339,000
EGP","trending_up
+396,000
EGP","1,735,000
EGP",16/01/2023
1680210890-428,Mercedes C 180 A/T / Avantgarde plus 2022,"1,225,000
EGP","trending_up
+114,000
EGP","1,339,000
EGP",4/12/2022
1680210890-429,Mercedes C 180 A/T / Avantgarde plus 2022,"1,115,000
EGP","trending_up
+110,000
EGP","1,225,000
EGP",2/8/2022
1680210890-430,Mercedes C 180 A/T / Avantgarde plus 2022,"1,015,000
EGP","trending_up
+100,000
EGP","1,115,000
EGP",26/07/2022
1680210890-431,Mercedes C 180 A/T / Avantgarde plus 2022,"949,000
EGP","trending_up
+66,000
EGP","1,015,000
EGP",21/04/2022
1680210890-432,Mercedes C 180 A/T / Avantgarde plus 2022,"950,000
EGP","trending_down
-1,000
EGP","949,000
EGP",22/09/2021
1680210890-433,Mercedes C 180 A/T / Sport 2022,"1,369,000
EGP","trending_up
+381,000
EGP","1,750,000
EGP",16/01/2023
1680210890-434,Mercedes C 180 A/T / Sport 2022,"1,300,000
EGP","trending_up
+69,000
EGP","1,369,000
EGP",4/12/2022
1680210890-435,Mercedes C 180 A/T / Sport 2022,"1,225,000
EGP","trending_up
+75,000
EGP","1,300,000
EGP",2/8/2022
1680210890-436,Mercedes C 180 A/T / Sport 2022,"1,130,000
EGP","trending_up
+95,000
EGP","1,225,000
EGP",2/8/2022
1680210890-437,Mercedes C 180 A/T / Sport 2022,"1,029,000
EGP","trending_up
+101,000
EGP","1,130,000
EGP",26/07/2022
1680210890-438,Mercedes C 180 A/T / Sport 2022,"979,000
EGP","trending_up
+50,000
EGP","1,029,000
EGP",26/07/2022
1680210890-439,Mercedes C 180 A/T / Sport 2022,"959,000
EGP","trending_up
+20,000
EGP","979,000
EGP",22/09/2021
1680210890-440,Mercedes C 200 A/T / Sport 2022,"1,590,000
EGP","trending_up
+470,000
EGP","2,060,000
EGP",16/01/2023
1680210890-441,Mercedes C 200 A/T / Sport 2022,"1,450,000
EGP","trending_up
+140,000
EGP","1,590,000
EGP",4/12/2022
1680210890-442,Mercedes C 200 A/T / Sport 2022,"1,315,000
EGP","trending_up
+135,000
EGP","1,450,000
EGP",2/8/2022
1680210890-443,Mercedes C 200 A/T / Sport 2022,"1,195,000
EGP","trending_up
+120,000
EGP","1,315,000
EGP",26/07/2022
1680210890-444,Mercedes C 200 A/T / Sport 2022,"1,115,000
EGP","trending_up
+80,000
EGP","1,195,000
EGP",26/07/2022
1680210890-445,Mercedes C 200 A/T / Sport 2022,"1,135,000
EGP","trending_down
-20,000
EGP","1,115,000
EGP",9/12/2021
1680210890-446,Mercedes C 200 A/T / Sport 2022,"1,115,000
EGP","trending_up
+20,000
EGP","1,135,000
EGP",22/09/2021
1680210890-447,Changan CS 15 A/T / L2 2022,"435,000
EGP","trending_up
+30,000
EGP","465,000
EGP",18/01/2023
1680210890-448,Changan CS 15 A/T / L2 2022,"400,000
EGP","trending_up
+35,000
EGP","435,000
EGP",15/01/2023
1680210890-449,Changan CS 15 A/T / L2 2022,"370,000
EGP","trending_up
+30,000
EGP","400,000
EGP",31/10/2022
1680210890-450,Changan CS 15 A/T / L2 2022,"360,000
EGP","trending_up
+10,000
EGP","370,000
EGP",2/10/2022
1680210890-451,Changan CS 15 A/T / L2 2022,"340,000
EGP","trending_up
+20,000
EGP","360,000
EGP",4/9/2022
1680210890-452,Changan CS 15 A/T / L2 2022,"330,000
EGP","trending_up
+10,000
EGP","340,000
EGP",2/8/2022
1680210890-453,Changan CS 15 A/T / L2 2022,"319,900
EGP","trending_up
+10,100
EGP","330,000
EGP",24/07/2022
1680210890-454,Changan CS 15 A/T / L2 2022,"300,000
EGP","trending_up
+19,900
EGP","319,900
EGP",1/6/2022
1680210890-455,Changan CS 15 A/T / L2 2022,"290,000
EGP","trending_up
+10,000
 EGP","300,000
EGP",8/5/2022
1680210890-456,Changan CS 15 A/T / L2 2022,"282,000
EGP","trending_up
+8,000
EGP","290,000
EGP",7/4/2022
1680210890-457,Changan CS 55 A/T / L1 2022,"400,000
EGP","trending_up
+375,000
EGP","775,000
EGP",7/2/2023
1680210890-458,Changan CS 55 A/T / L1 2022,"380,000
EGP","trending_up
+20,000
EGP","400,000
EGP",31/10/2022
1680210890-459,Changan CS 55 A/T / L1 2022,"365,000
EGP","trending_up
+15,000
EGP","380,000
EGP",8/5/2022
1680210890-460,Changan CS 55 A/T / L1 2022,"335,000
EGP","trending_up
+30,000
EGP","365,000
EGP",7/4/2022
1680210890-461,Changan CS 55 A/T / L1 2022,"328,000
EGP","trending_up
+7,000
EGP","335,000
EGP",8/12/2021
1680210890-462,Changan CS 55 A/T / L1 2022,"335,000
EGP","trending_down
-7,000
EGP","328,000
EGP",8/12/2021
1680210890-463,Changan CS 55 A/T / L1 2022,"325,000
EGP","trending_up
+3,000
EGP","328,000
EGP",1/11/2021
1680210890-464,Changan CS 55 A/T / L1 2022,"322,900
EGP","trending_up
+2,100
EGP","325,000
EGP",23/09/2021
1680210890-465,Changan CS 55 A/T / L2 2022,"425,000
EGP","trending_up
+415,000
EGP","840,000
EGP",7/2/2023
1680210890-466,Changan CS 55 A/T / L2 2022,"405,000
EGP","trending_up
+20,000
EGP","425,000
EGP",31/10/2022
1680210890-467,Changan CS 55 A/T / L2 2022,"390,000
EGP","trending_up
+15,000
EGP","405,000
EGP",8/5/2022
1680210890-468,Changan CS 55 A/T / L2 2022,"360,000
EGP","trending_up
+30,000
EGP","390,000
EGP",7/4/2022
1680210890-469,Changan CS 55 A/T / L2 2022,"353,000
EGP","trending_up
+7,000
EGP","360,000
EGP",8/12/2021
1680210890-470,Changan CS 55 A/T / L2 2022,"350,000
EGP","trending_up
+3,000
EGP","353,000
EGP",1/11/2021
1680210890-471,Changan CS 55 A/T / L2 2022,"347,900
EGP","trending_up
+2,100
EGP","350,000
EGP",23/09/2021
1680210890-472,Changan CS 55 A/T / L3 2022,"445,000
EGP","trending_up
+435,000
EGP","880,000
EGP",7/2/2023
1680210890-473,Changan CS 55 A/T / L3 2022,"425,000
EGP","trending_up
+20,000
EGP","445,000
EGP",31/10/2022
1680210890-474,Changan CS 55 A/T / L3 2022,"410,000
EGP","trending_up
+15,000
EGP","425,000
EGP",8/5/2022
1680210890-475,Changan CS 55 A/T / L3 2022,"380,000
EGP","trending_up
+30,000
EGP","410,000
EGP",7/4/2022
1680210890-476,Changan CS 55 A/T / L3 2022,"373,000
EGP","trending_up
+7,000
EGP","380,000
EGP",8/12/2021
1680210890-477,Changan CS 55 A/T / L3 2022,"370,000
EGP","trending_up
+3,000
EGP","373,000
EGP",1/11/2021
1680210890-478,Changan CS 55 A/T / L3 2022,"367,900
EGP","trending_up
+2,100
EGP","370,000
EGP",23/09/2021
1680210890-479,Nissan Juke A/T / Accenta Grade 2022,"446,500
EGP","trending_up
+20,000
EGP","466,500
EGP",2/7/2022
1680210890-480,Nissan Juke A/T / Accenta Grade 2022,"439,500
EGP","trending_up
+7,000
EGP","446,500
EGP",9/6/2022
1680210890-481,Nissan Juke A/T / Accenta Grade 2022,"362,500
EGP","trending_up
+52,000
EGP","414,500
EGP",25/03/2022
1680210890-482,Nissan Juke A/T / Accenta Grade 2022,"357,500
EGP","trending_up
+5,000
EGP","362,500
EGP",28/10/2021
1680210890-483,Nissan Juke A/T / Accenta Grade 2022,"381,400
EGP","trending_down
-23,900
EGP","357,500
EGP",23/09/2021
1680210890-484,Hyundai Elantra CN7 A/T / SMART FUN 2022,"450,000
EGP","trending_up
+15,000
EGP","465,000
EGP",15/06/2022
1680210890-485,Hyundai Elantra CN7 A/T / SMART FUN 2022,"405,000
EGP","trending_up
+45,000
EGP","450,000
EGP",1/6/2022
1680210890-486,Hyundai Elantra CN7 A/T / SMART FUN 2022,"365,000
EGP","trending_up
 +40,000
EGP","405,000
EGP",21/03/2022
1680210890-487,Hyundai Elantra CN7 A/T / SMART FUN 2022,"361,900
EGP","trending_up
+3,100
EGP","365,000
EGP",1/3/2022
1680210890-488,Hyundai Elantra CN7 A/T / SMART FUN 2022,"357,000
EGP","trending_up
+4,900
EGP","361,900
EGP",2/2/2022
1680210890-489,Hyundai Elantra CN7 A/T / SMART FUN 2022,"355,000
EGP","trending_up
+2,000
EGP","357,000
EGP",2/1/2022
1680210890-490,Hyundai Elantra CN7 A/T / SMART FUN 2022,"352,000
EGP","trending_up
+3,000
EGP","355,000
EGP",1/12/2021
1680210890-491,Hyundai Elantra CN7 A/T / SMART FUN 2022,"347,000
EGP","trending_up
+5,000
EGP","352,000
EGP",31/10/2021
1680210890-492,Hyundai Elantra CN7 A/T / SMART FUN 2022,"345,000
EGP","trending_up
+2,000
EGP","347,000
EGP",3/10/2021
1680210890-493,Hyundai Elantra CN7 A/T / SMART FUN 2022,"342,000
 EGP","trending_up
+3,000
EGP","345,000
EGP",25/09/2021
1680210890-494,Hyundai Elantra CN7 A/T / SMART PLUS 2022,"475,000
EGP","trending_up
+15,000
EGP","490,000
EGP",15/06/2022
1680210890-495,Hyundai Elantra CN7 A/T / SMART PLUS 2022,"430,000
EGP","trending_up
+45,000
EGP","475,000
EGP",1/6/2022
1680210890-496,Hyundai Elantra CN7 A/T / SMART PLUS 2022,"390,000
EGP","trending_up
+40,000
EGP","430,000
EGP",21/03/2022
1680210890-497,Hyundai Elantra CN7 A/T / SMART PLUS 2022,"387,900
EGP","trending_up
+2,100
EGP","390,000
EGP",1/3/2022
1680210890-498,Hyundai Elantra CN7 A/T / SMART PLUS 2022,"383,000
EGP","trending_up
+4,900
EGP","387,900
EGP",2/2/2022
1680210890-499,Hyundai Elantra CN7 A/T / SMART PLUS 2022,"381,000
EGP","trending_up
+2,000
EGP","383,000
EGP",2/1/2022
1680210890-500,Hyundai Elantra CN7 A/T / SMART PLUS 2022,"378,000
EGP","trending_up
+3,000
EGP","381,000
EGP",1/12/2021
1680210890-501,Hyundai Elantra CN7 A/T / SMART PLUS 2022,"373,000
EGP","trending_up
+5,000
EGP","378,000
EGP",31/10/2021
1680210890-502,Hyundai Elantra CN7 A/T / SMART PLUS 2022,"371,000
EGP","trending_up
+2,000
EGP","373,000
EGP",3/10/2021
1680210890-503,Hyundai Elantra CN7 A/T / SMART PLUS 2022,"368,000
EGP","trending_up
+3,000
EGP","371,000
EGP",25/09/2021
1680210890-504,Hyundai Elantra CN7 A/T / MODERN 2022,"500,000
EGP","trending_up
+15,000
EGP","515,000
EGP",15/06/2022
1680210890-505,Hyundai Elantra CN7 A/T / MODERN 2022,"455,000
EGP","trending_up
+45,000
EGP","500,000
EGP",1/6/2022
1680210890-506,Hyundai Elantra CN7 A/T / MODERN 2022,"415,000
EGP","trending_up
+40,000
EGP","455,000
EGP",21/03/2022
1680210890-507,Hyundai Elantra CN7 A/T / MODERN 2022,"412,900
EGP","trending_up
+2,100
EGP","415,000
EGP",1/3/2022
1680210890-508,Hyundai Elantra CN7 A/T / MODERN 2022,"408,000
EGP","trending_up
+4,900
EGP","412,900
 EGP",2/2/2022
1680210890-509,Hyundai Elantra CN7 A/T / MODERN 2022,"406,000
EGP","trending_up
+2,000
EGP","408,000
EGP",2/1/2022
1680210890-510,Hyundai Elantra CN7 A/T / MODERN 2022,"403,000
EGP","trending_up
+3,000
EGP","406,000
EGP",1/12/2021
1680210890-511,Hyundai Elantra CN7 A/T / MODERN 2022,"398,000
EGP","trending_up
+5,000
EGP","403,000
EGP",31/10/2021
1680210890-512,Hyundai Elantra CN7 A/T / MODERN 2022,"396,000
EGP","trending_up
+2,000
EGP","398,000
EGP",3/10/2021
1680210890-513,Hyundai Elantra CN7 A/T / MODERN 2022,"393,000
EGP","trending_up
+3,000
EGP","396,000
EGP",25/09/2021
1680210890-514,Hyundai Elantra CN7 A/T / ADVANCED 2022,"535,000
EGP","trending_up
+15,000
EGP","550,000
EGP",15/06/2022
1680210890-515,Hyundai Elantra CN7 A/T / ADVANCED 2022,"489,900
EGP","trending_up
+45,100
EGP","535,000
EGP",1/6/2022
1680210890-516,Hyundai Elantra CN7 A/T / ADVANCED 2022,"449,900
EGP","trending_up
+40,000
EGP","489,900
EGP",21/03/2022
1680210890-517,Hyundai Elantra CN7 A/T / ADVANCED 2022,"445,000
EGP","trending_up
+4,900
EGP","449,900
EGP",2/2/2022
1680210890-518,Hyundai Elantra CN7 A/T / ADVANCED 2022,"443,000
EGP","trending_up
+2,000
EGP","445,000
EGP",2/1/2022
1680210890-519,Hyundai Elantra CN7 A/T / ADVANCED 2022,"440,000
EGP","trending_up
+3,000
EGP","443,000
EGP",1/12/2021
1680210890-520,Hyundai Elantra CN7 A/T / ADVANCED 2022,"435,000
EGP","trending_up
+5,000
EGP","440,000
EGP",31/10/2021
1680210890-521,Hyundai Elantra CN7 A/T / ADVANCED 2022,"433,000
EGP","trending_up
+2,000
EGP","435,000
EGP",3/10/2021
1680210890-522,Hyundai Elantra CN7 A/T / ADVANCED 2022,"430,000
EGP","trending_up
+3,000
EGP","433,000
EGP",25/09/2021
1680210890-523,Hyundai Elantra CN7 A/T / ADVANCED / WHITE PACK 2022,"540,000
EGP","trending_up
+15,000
EGP","555,000
EGP",15/06/2022
1680210890-524,Hyundai Elantra CN7 A/T / ADVANCED / WHITE PACK 2022,"494,900
EGP","trending_up
+45,100
EGP","540,000
EGP",1/6/2022
1680210890-525,Hyundai Elantra CN7 A/T / ADVANCED / WHITE PACK 2022,"454,900
EGP","trending_up
+40,000
 EGP","494,900
EGP",21/03/2022
1680210890-526,Hyundai Elantra CN7 A/T / ADVANCED / WHITE PACK 2022,"450,000
EGP","trending_up
+4,900
EGP","454,900
EGP",2/2/2022
1680210890-527,Hyundai Elantra CN7 A/T / ADVANCED / WHITE PACK 2022,"448,000
EGP","trending_up
+2,000
EGP","450,000
EGP",2/1/2022
1680210890-528,Hyundai Elantra CN7 A/T / ADVANCED / WHITE PACK 2022,"445,000
EGP","trending_up
+3,000
EGP","448,000
EGP",1/12/2021
1680210890-529,Hyundai Elantra CN7 A/T / ADVANCED / WHITE PACK 2022,"440,000
EGP","trending_up
+5,000
EGP","445,000
EGP",31/10/2021
1680210890-530,Hyundai Elantra CN7 A/T / ADVANCED / WHITE PACK 2022,"438,000
EGP","trending_up
+2,000
EGP","440,000
EGP",3/10/2021
1680210890-531,Hyundai Elantra CN7 A/T / ADVANCED / WHITE PACK 2022,"435,000
EGP","trending_up
+3,000
EGP","438,000
EGP",25/09/2021
1680210890-532,Hyundai Elantra CN7 A/T / PREMIUM 2022,"595,000
EGP","trending_up
+15,000
EGP","610,000
EGP",15/06/2022
1680210890-533,Hyundai Elantra CN7 A/T / PREMIUM 2022,"549,900
EGP","trending_up
+45,100
EGP","595,000
EGP",1/6/2022
1680210890-534,Hyundai Elantra CN7 A/T / PREMIUM 2022,"505,000
EGP","trending_up
+44,900
EGP","549,900
EGP",21/03/2022
1680210890-535,Hyundai Elantra CN7 A/T / PREMIUM 2022,"503,000
EGP","trending_up
+2,000
EGP","505,000
EGP",2/1/2022
1680210890-536,Hyundai Elantra CN7 A/T / PREMIUM 2022,"500,000
EGP","trending_up
+3,000
EGP","503,000
EGP",1/12/2021
1680210890-537,Hyundai Elantra CN7 A/T / PREMIUM 2022,"495,000
EGP","trending_up
+5,000
EGP","500,000
EGP",31/10/2021
1680210890-538,Hyundai Elantra CN7 A/T / PREMIUM 2022,"493,000
EGP","trending_up
+2,000
EGP","495,000
EGP",3/10/2021
1680210890-539,Hyundai Elantra CN7 A/T / PREMIUM 2022,"490,000
EGP","trending_up
+3,000
EGP","493,000
EGP",25/09/2021
1680210890-540,Hyundai Elantra CN7 A/T / PREMIUM / WHITE PACK 2022,"600,000
EGP","trending_up
+15,000
EGP","615,000
EGP",15/06/2022
1680210890-541,Hyundai Elantra CN7 A/T / PREMIUM / WHITE PACK 2022,"554,900
EGP","trending_up
+45,100
EGP","600,000
EGP",1/6/2022
1680210890-542,Hyundai Elantra CN7 A/T / PREMIUM / WHITE PACK 2022,"514,900
EGP","trending_up
+40,000
EGP","554,900
EGP",21/03/2022
1680210890-543,Hyundai Elantra CN7 A/T / PREMIUM / WHITE PACK 2022,"510,000
EGP","trending_up
+4,900
EGP","514,900
EGP",2/2/2022
1680210890-544,Hyundai Elantra CN7 A/T / PREMIUM / WHITE PACK 2022,"508,000
EGP","trending_up
+2,000
EGP","510,000
EGP",2/1/2022
1680210890-545,Hyundai Elantra CN7 A/T / PREMIUM / WHITE PACK 2022,"505,000
EGP","trending_up
+3,000
EGP","508,000
EGP",1/12/2021
1680210890-546,Hyundai Elantra CN7 A/T / PREMIUM / WHITE PACK 2022,"500,000
EGP","trending_up
+5,000
EGP","505,000
EGP",31/10/2021
1680210890-547,Hyundai Elantra CN7 A/T / PREMIUM / WHITE PACK 2022,"498,000
EGP","trending_up
+2,000
EGP","500,000
EGP",3/10/2021
1680210890-548,Hyundai Elantra CN7 A/T / PREMIUM / WHITE PACK 2022,"495,000
EGP","trending_up
+3,000
EGP","498,000
EGP",25/09/2021
1680210890-549,Volkswagen Passat A/T / Comfortline 2022,"1,300,000
EGP","trending_up
 +200,000
EGP","1,500,000
EGP",21/03/2023
1680210890-550,Volkswagen Passat A/T / Comfortline 2022,"1,150,000
EGP","trending_up
+150,000
EGP","1,300,000
EGP",15/12/2022
1680210890-551,Volkswagen Passat A/T / Comfortline 2022,"955,000
EGP","trending_up
+195,000
EGP","1,150,000
EGP",22/11/2022
1680210890-552,Volkswagen Passat A/T / Comfortline 2022,"625,000
EGP","trending_up
+330,000
EGP","955,000
EGP",29/09/2022
1680210890-553,Volkswagen Passat A/T / Comfortline 2022,"610,000
EGP","trending_up
+15,000
EGP","625,000
EGP",10/1/2022
1680210890-554,Volkswagen Passat A/T / Comfortline 2022,"605,000
EGP","trending_up
+5,000
EGP","610,000
EGP",26/09/2021
1680210890-555,Jetour X95 A/T / Full option 2022,"599,900
EGP","trending_up
+50,000
EGP","649,900
EGP",11/9/2022
1680210890-556,Jetour X95 A/T / Full option 2022,"569,900
EGP","trending_up
+30,000
EGP","599,900
EGP",3/8/2022
1680210890-557,Jetour X95 A/T / Full option 2022,"414,900
EGP","trending_up
+155,000
EGP","569,900
EGP",4/7/2022
1680210890-558,Jetour X95 A/T / Full option 2022,"409,900
EGP","trending_up
+5,000
EGP","414,900
EGP",3/11/2021
1680210890-559,Jetour X95 A/T / Full option 2022,"399,900
EGP","trending_up
+10,000
EGP","409,900
EGP",27/09/2021
1680210890-560,Jetour X95 A/T / Highline 2022,"649,900
EGP","trending_up
+20,000
EGP","669,900
EGP",11/9/2022
1680210890-561,Jetour X95 A/T / Highline 2022,"619,900
EGP","trending_up
+30,000
EGP","649,900
EGP",3/8/2022
1680210890-562,Jetour X95 A/T / Highline 2022,"469,900
EGP","trending_up
+150,000
EGP","619,900
EGP",4/7/2022
1680210890-563,Jetour X95 A/T / Highline 2022,"449,900
EGP","trending_up
+20,000
EGP","469,900
EGP",21/03/2022
1680210890-564,Jetour X95 A/T / Highline 2022,"439,900
EGP","trending_up
+10,000
EGP","449,900
EGP",3/11/2021
1680210890-565,Jetour X95 A/T / Highline 2022,"429,000
EGP","trending_up
+10,900
EGP","439,900
EGP",27/09/2021
1680210890-566,Renault Kadjar A/T / Signature 2022,"550,000
EGP","trending_up
+134,000
EGP","684,000
EGP",3/11/2022
1680210890-567,Renault Kadjar A/T / Signature 2022,"530,000
EGP","trending_up
+20,000
EGP","550,000
EGP",2/6/2022
1680210890-568,Renault Kadjar A/T / Signature 2022,"513,000
EGP","trending_up
+17,000
EGP","530,000
EGP",5/5/2022
1680210890-569,Renault Kadjar A/T / Signature 2022,"468,000
EGP","trending_up
+45,000
EGP","513,000
EGP",8/4/2022
1680210890-570,Renault Kadjar A/T / Signature 2022,"459,000
EGP","trending_up
+9,000
EGP","468,000
EGP",3/2/2022
1680210890-571,Renault Kadjar A/T / Signature 2022,"449,000
EGP","trending_up
+10,000
EGP","459,000
EGP",23/12/2021
1680210890-572,Renault Kadjar A/T / Signature 2022,"434,000
EGP","trending_up
+15,000
EGP","449,000
EGP",28/09/2021
1680210890-573,Kia Sportage A/T / LX CAM 2022,"534,900
EGP","trending_up
+20,000
EGP","554,900
EGP",26/05/2022
1680210890-574,Kia Sportage A/T / LX CAM 2022,"494,900
EGP","trending_up
+40,000
EGP","534,900
EGP",28/04/2022
1680210890-575,Kia Sportage A/T / LX CAM 2022,"434,900
EGP","trending_up
+60,000
EGP","494,900
EGP",7/4/2022
1680210890-576,Kia Sportage A/T / LX CAM 2022,"424,900
EGP","trending_up
+10,000
EGP","434,900
EGP",18/11/2021
1680210890-577,Kia Sportage A/T / LX CAM 2022,"414,900
EGP","trending_up
+10,000
EGP","424,900
EGP",29/09/2021
1680210890-578,Kia Sportage A/T / LX FO Plus 2022,"589,900
EGP","trending_up
+20,000
EGP","609,900
EGP",26/05/2022
1680210890-579,Kia Sportage A/T / LX FO Plus 2022,"544,900
EGP","trending_up
+45,000
EGP","589,900
EGP",28/04/2022
1680210890-580,Kia Sportage A/T / LX FO Plus 2022,"479,900
EGP","trending_up
+65,000
EGP","544,900
EGP",7/4/2022
1680210890-581,Kia Sportage A/T / LX FO Plus 2022,"469,900
EGP","trending_up
+10,000
EGP","479,900
EGP",18/11/2021
1680210890-582,Kia Sportage A/T / LX FO Plus 2022,"459,900
EGP","trending_up
+10,000
EGP","469,900
EGP",29/09/2021
1680210890-583,Kia Sportage A/T / Highline Plus 2022,"634,900
EGP","trending_up
+20,000
EGP","654,900
EGP",26/05/2022
1680210890-584,Kia Sportage A/T / Highline Plus 2022,"584,900
EGP","trending_up
+50,000
EGP","634,900
EGP",28/04/2022
1680210890-585,Kia Sportage A/T / Highline Plus 2022,"514,900
EGP","trending_up
+70,000
EGP","584,900
EGP",7/4/2022
1680210890-586,Kia Sportage A/T / Highline Plus 2022,"504,900
EGP","trending_up
+10,000
EGP","514,900
EGP",18/11/2021
1680210890-587,Kia Sportage A/T / Highline Plus 2022,"494,900
EGP","trending_up
+10,000
EGP","504,900
EGP",29/09/2021
1680210890-588,Kia Sportage A/T / Topline Plus 2022,"684,900
EGP","trending_up
+20,000
EGP","704,900
EGP",26/05/2022
1680210890-589,Kia Sportage A/T / Topline Plus 2022,"629,900
EGP","trending_up
+55,000
EGP","684,900
EGP",28/04/2022
1680210890-590,Kia Sportage A/T / Topline Plus 2022,"554,900
EGP","trending_up
+75,000
EGP","629,900
EGP",7/4/2022
1680210890-591,Kia Sportage A/T / Topline Plus 2022,"544,900
EGP","trending_up
+10,000
EGP","554,900
EGP",18/11/2021
1680210890-592,Kia Sportage A/T / Topline Plus 2022,"534,900
EGP","trending_up
+10,000
EGP","544,900
EGP",29/09/2021
1680210890-593,Kia Sportage A/T / Topline Plus + Black Edition 2022,"699,900
EGP","trending_up
+20,000
EGP","719,900
EGP",26/05/2022
1680210890-594,Kia Sportage A/T / Topline Plus + Black Edition 2022,"639,900
EGP","trending_up
+60,000
EGP","699,900
EGP",28/04/2022
1680210890-595,Kia Sportage A/T / Topline Plus + Black Edition 2022,"559,900
EGP","trending_up
+80,000
EGP","639,900
EGP",7/4/2022
1680210890-596,Kia Sportage A/T / Topline Plus + Black Edition 2022,"549,900
EGP","trending_up
+10,000
EGP","559,900
EGP",18/11/2021
1680210890-597,Kia Sportage A/T / Topline Plus + Black Edition 2022,"539,900
EGP","trending_up
+10,000
EGP","549,900
EGP",29/09/2021
1680210890-598,MG 5 A/T / Standard 2022,"534,990
EGP","trending_up
+20,000
EGP","554,990
EGP",21/03/2023
1680210890-599,MG 5 A/T / Standard 2022,"499,990
EGP","trending_up
+35,000
EGP","534,990
EGP",5/3/2023
1680210890-600,MG 5 A/T / Standard 2022,"460,000
EGP","trending_up
+39,990
EGP","499,990
EGP",15/01/2023
1680210890-601,MG 5 A/T / Standard 2022,"419,990
EGP","trending_up
+40,010
EGP","460,000
EGP",9/1/2023
1680210890-602,MG 5 A/T / Standard 2022,"390,000
EGP","trending_up
+29,990
EGP","419,990
EGP",3/11/2022
1680210890-603,MG 5 A/T / Standard 2022,"355,000
EGP","trending_up
+35,000
EGP","390,000
EGP",5/10/2022
1680210890-604,MG 5 A/T / Standard 2022,"335,000
EGP","trending_up
+20,000
EGP","355,000
EGP",8/9/2022
1680210890-605,MG 5 A/T / Standard 2022,"325,000
EGP","trending_up
+10,000
EGP","335,000
EGP",28/08/2022
1680210890-606,MG 5 A/T / Standard 2022,"320,000
EGP","trending_up
+5,000
EGP","325,000
EGP",2/8/2022
1680210890-607,MG 5 A/T / Standard 2022,"310,000
EGP","trending_up
+10,000
EGP","320,000
EGP",4/7/2022
1680210890-608,MG 5 A/T / Comfort 2022,"564,990
EGP","trending_up
+20,000
EGP","584,990
EGP",21/03/2023
1680210890-609,MG 5 A/T / Comfort 2022,"529,990
EGP","trending_up
+35,000
EGP","564,990
EGP",5/3/2023
1680210890-610,MG 5 A/T / Comfort 2022,"490,000
EGP","trending_up
+39,990
EGP","529,990
EGP",15/01/2023
1680210890-611,MG 5 A/T / Comfort 2022,"449,990
EGP","trending_up
+40,010
EGP","490,000
EGP",9/1/2023
1680210890-612,MG 5 A/T / Comfort 2022,"415,000
EGP","trending_up
+34,990
EGP","449,990
EGP",3/11/2022
1680210890-613,MG 5 A/T / Comfort 2022,"380,000
EGP","trending_up
+35,000
EGP","415,000
EGP",5/10/2022
1680210890-614,MG 5 A/T / Comfort 2022,"360,000
EGP","trending_up
+20,000
EGP","380,000
EGP",8/9/2022
1680210890-615,MG 5 A/T / Comfort 2022,"350,000
EGP","trending_up
+10,000
EGP","360,000
EGP",28/08/2022
1680210890-616,MG 5 A/T / Comfort 2022,"340,000
EGP","trending_up
+10,000
EGP","350,000
EGP",2/8/2022
1680210890-617,MG 5 A/T / Comfort 2022,"330,000
EGP","trending_up
+10,000
EGP","340,000
EGP",4/7/2022
1680210890-618,MG 5 A/T / Luxury 2022,"594,990
EGP","trending_up
+20,000
EGP","614,990
EGP",21/03/2023
1680210890-619,MG 5 A/T / Luxury 2022,"559,990
EGP","trending_up
+35,000
EGP","594,990
EGP",5/3/2023
1680210890-620,MG 5 A/T / Luxury 2022,"515,000
EGP","trending_up
+44,990
EGP","559,990
EGP",15/01/2023
1680210890-621,MG 5 A/T / Luxury 2022,"474,990
EGP","trending_up
+40,010
EGP","515,000
EGP",9/1/2023
1680210890-622,MG 5 A/T / Luxury 2022,"435,000
EGP","trending_up
+39,990
EGP","474,990
EGP",3/11/2022
1680210890-623,MG 5 A/T / Luxury 2022,"400,000
EGP","trending_up
+35,000
EGP","435,000
EGP",5/10/2022
1680210890-624,MG 5 A/T / Luxury 2022,"380,000
EGP","trending_up
+20,000
EGP","400,000
EGP",8/9/2022
1680210890-625,MG 5 A/T / Luxury 2022,"370,000
EGP","trending_up
+10,000
EGP","380,000
EGP",28/08/2022
1680210890-626,MG 5 A/T / Luxury 2022,"360,000
EGP","trending_up
+10,000
EGP","370,000
EGP",2/8/2022
1680210890-627,MG 5 A/T / Luxury 2022,"350,000
EGP","trending_up
+10,000
EGP","360,000
EGP",4/7/2022
